1	2	47.466549	76.309363	85.769968	71.513111	0.635661	0.813838	0.458480	0.615761	0.669331	9.000000	0.021675	0.522178	8.000000	0.010598	0.542321	6.000000	0.040532	0.803981	9.000000	0.024556	0.689808	8.000000	0.317301	0.522178	8.000000	0.036564	0.553960	10.000000	0.035851	0.280845	8.000000	0.022986	0.365458	10.000000	0.021564	0.351973	8.000000	0.016001	1.353198	7.000000	0.514066	0.200929	10.000000	0.012247
2	2	11.289425	40.151572	53.387054	74.054148	0.722962	0.526362	0.574904	0.902324	0.084293	7.000000	0.010598	0.608582	6.000000	0.040532	1.023407	9.000000	0.024556	1.194337	8.000000	0.036564	0.959092	8.000000	0.035851	0.518420	10.000000	0.022986	0.751331	8.000000	0.016001	0.659407	10.000000	0.514066	0.567180	8.000000	0.012247	0.570907	7.000000	0.023086	0.305048	10.000000	0.015207	0.341525	8.000000	0.010286
3	4	34.700288	38.647951	98.403421	88.527873	0.611313	0.261962	0.549460	0.443253	1.191061	9.000000	0.018783	0.601975	9.000000	0.011204	0.745681	8.000000	0.020877	0.178386	6.000000	0.018783	0.671446	7.000000	0.011204	1.243265	8.000000	0.154603	0.370612	9.000000	0.021067	0.221398	9.000000	0.013105	1.101234	8.000000	0.011659	0.945117	8.000000	0.013105	0.942972	10.000000	0.011659	1.095801	8.000000	0.013983
4	2	79.522152	40.432820	21.899134	26.237864	0.974362	0.231203	0.657667	0.617029	0.257878	7.000000	0.015207	0.804303	10.000000	0.010286	0.207076	6.000000	0.030340	0.868162	7.000000	0.223497	0.776187	7.000000	0.014529	0.254055	8.000000	0.010407	0.257878	8.000000	0.035487	0.804303	9.000000	0.049260	0.684558	10.000000	0.019697	0.644806	9.000000	0.014628	1.205998	10.000000	0.066995	0.721254	8.000000	0.028397
5	2	17.261512	79.083055	70.470953	67.716333	0.856437	0.644111	0.899295	0.205827	1.005668	8.000000	0.017321	0.799751	8.000000	0.019443	0.747246	10.000000	0.024554	0.157327	8.000000	0.045664	0.538549	9.000000	0.038113	0.684474	9.000000	0.010290	0.963684	8.000000	0.064799	0.891349	8.000000	0.045664	0.667062	10.000000	0.038113	0.151522	8.000000	0.010290	1.031215	10.000000	0.064799	0.904764	10.000000	0.016040
6	4	74.054148	69.525842	47.899823	53.239469	0.902324	0.149711	0.522423	0.522423	0.993028	9.000000	0.024556	1.099575	8.000000	0.317301	0.959092	6.000000	0.036564	0.834460	9.000000	0.023086	1.066489	8.000000	0.015207	0.518420	8.000000	0.010286	0.751331	10.000000	0.017076	0.659407	8.000000	0.012800	0.567180	7.000000	0.030340	0.570907	10.000000	0.223497	0.365458	8.000000	0.014529	1.264582	6.000000	0.010407
7	2	96.187856	17.214661	6.569642	73.706788	0.610992	0.463872	0.129314	0.478538	1.168068	9.000000	0.013983	0.416129	9.000000	0.016688	0.456763	7.000000	0.012575	0.458841	8.000000	0.024732	0.163418	9.000000	0.017321	0.444937	9.000000	0.019443	0.502998	8.000000	0.024554	0.981562	8.000000	0.023494	0.715009	10.000000	0.023494	1.319678	8.000000	0.038113	1.232736	10.000000	0.010290	0.744966	10.000000	0.064799
8	3	53.385008	41.076970	54.429818	81.518413	0.761213	0.474248	0.566136	0.243551	0.151916	8.000000	0.127122	1.208962	8.000000	0.016679	1.061769	9.000000	0.186144	0.373126	10.000000	0.013302	1.107074	6.000000	0.010811	0.049195	8.000000	0.022758	1.237625	8.000000	0.011665	1.280937	9.000000	0.014464	1.301614	9.000000	0.015902	0.516119	9.000000	0.045997	0.967075	9.000000	0.032372	0.983156	6.000000	0.012195
9	2	44.720599	32.251656	63.781131	55.407558	0.215800	0.715754	0.777586	0.130138	0.985474	10.000000	0.053104	1.221859	9.000000	0.068504	1.134696	7.000000	0.017398	0.248994	9.000000	0.021412	1.186857	8.000000	0.013214	0.850562	10.000000	0.035710	0.496868	7.000000	0.011239	1.073563	9.000000	0.019240	0.724168	8.000000	0.043793	0.418728	10.000000	0.010186	1.114055	8.000000	0.021928	0.846139	10.000000	0.011032
10	3	93.697153	90.953291	66.562470	46.820586	0.576479	0.702913	0.828919	0.339328	1.150175	6.000000	0.028197	0.982705	6.000000	0.023826	1.338257	9.000000	0.047268	0.479523	6.000000	0.038949	0.839099	9.000000	0.036668	0.613936	10.000000	0.010594	0.653077	7.000000	0.013570	0.835580	6.000000	0.036551	0.080472	10.000000	0.033457	0.795224	8.000000	0.025229	0.023972	7.000000	0.019254	1.201944	8.000000	0.012028
11	2	39.053044	71.094538	99.035271	11.260662	0.427061	0.988059	0.400217	0.754731	0.894358	7.000000	0.016584	0.232164	10.000000	0.053977	1.133974	10.000000	0.082253	0.069749	7.000000	0.276674	0.832160	6.000000	0.015075	1.054399	6.000000	0.086258	0.585848	10.000000	0.011159	0.706381	9.000000	0.031795	0.898380	7.000000	0.024078	0.364497	6.000000	0.017358	0.623481	9.000000	0.016751	0.927602	9.000000	0.040563
12	1	70.365509	53.269651	13.215059	57.243568	0.341826	0.980683	0.172461	0.837594	0.608916	10.000000	0.032172	0.974792	8.000000	0.014340	0.393047	8.000000	0.029950	1.240430	8.000000	0.015190	0.404751	6.000000	0.011088	1.138966	7.000000	0.034017	0.969277	8.000000	0.014044	0.989558	10.000000	0.040724	0.971502	10.000000	0.017095	0.997760	9.000000	0.012326	0.399714	9.000000	0.012373	0.862803	6.000000	0.020016
